orb_id,Tier_manual,Type,Intensity_auto,Stage_calc,relationship_context,Prompt Text,Tier_from_intensity,Tier_mismatch_flag,stage_v2,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,memory_hook,target_gender,min_players,max_players,escalation_weight
ORB0202,spicy,truth,7.0,14,,What’s your favorite kind of dirty talk?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0203,spicy,truth,7.0,14,,What’s your favorite dirty movie?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0204,spicy,truth,7.0,14,,Have you ever been to a nude beach?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0205,spicy,truth,7.0,14,,What’s the wildest thing you’ve done while drunk?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0206,spicy,truth,7.0,14,,Have you ever been to a gay bar?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0207,spicy,truth,7.0,14,,Have you ever hooked up with someone you met online?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0208,spicy,truth,7.0,14,,Have you ever been dared to kiss someone of the same gender?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0209,spicy,truth,7.0,14,,Have you ever peeked at someone while they were changing?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0210,spicy,truth,7.0,14,,What’s the most unexpected place you've hooked up?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0211,spicy,truth,7.0,14,,Do you like giving or receiving hickeys?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0212,spicy,truth,7.0,14,,Have you ever taken a nude photo of yourself?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0213,spicy,truth,7.0,14,,What’s the dirtiest message you’ve ever sent?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0214,spicy,truth,7.0,14,,Have you ever been turned on by an inappropriate person?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0215,spicy,truth,7.0,14,,What’s the naughtiest thing you’ve done while your parents were home?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0216,spicy,truth,7.0,14,,Have you ever worn something revealing to turn someone on?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0217,spicy,truth,7.0,14,,What’s the wildest thing you’ve done under the influence?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0218,spicy,truth,7.0,14,,Do you enjoy getting massages from your partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0219,extreme,truth,9.0,20,,What’s the kinkiest dream you’ve ever had?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0220,spicy,truth,7.0,14,,What’s the most daring thing you’ve done to impress someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0221,spicy,truth,7.0,14,,Have you ever slept with someone from a different continent?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0222,spicy,truth,7.0,14,,Have you ever received naughty photos?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0223,spicy,truth,7.0,14,,What’s the most intimate thing you’ve exchanged with a partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0224,spicy,truth,7.0,14,,Have you ever been riveted by someone’s scent?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0225,spicy,truth,7.0,14,,Do you enjoy naughty whispers?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0226,spicy,truth,7.4,15,,Have you ever been surprised by a crush kissing you?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0227,spicy,truth,7.0,14,,What’s the wildest way someone has seduced you?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0228,spicy,truth,7.0,14,,What’s the riskiest thing you’ve done while home alone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0229,explore,truth,4.2,6,,Have you ever role-played in public?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0230,spicy,truth,7.0,14,,What’s the naughtiest thing you’ve done on a dare?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0231,spicy,truth,7.0,14,,What’s the wildest bet you’ve made for a kiss?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0232,spicy,truth,7.0,14,,Have you ever been shocked by mutual attraction?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0233,spicy,truth,7.0,14,,Do you enjoy playing romantic games with a partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0234,spicy,truth,7.0,14,,What’s the most people you’ve kissed at once?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0235,spicy,truth,7.0,14,,Have you ever had an intense moment of eye contact that led to something more?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0236,spicy,truth,7.0,14,,Do you enjoy setting the mood with music or candles?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0237,spicy,truth,7.0,14,,Have you ever flirted with someone to get something you wanted?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0238,spicy,truth,7.0,14,,What’s the most erotic scene you’ve ever read or seen?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0239,extreme,truth,9.0,20,,Do you enjoy experimenting with different kinks?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0240,extreme,truth,9.0,20,,What’s the longest foreplay session you’ve had?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0241,extreme,dare,9.0,20,,Wear the most provocative piece of clothing you own for the rest of the game?,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB0242,extreme,truth,9.0,20,,What’s the most provocative piece of clothing you own?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0243,spicy,truth,7.0,14,,Have you ever moaned someone else's name by accident?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0244,spicy,truth,7.0,14,,Have you ever hooked up with someone of a different nationality?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0245,spicy,truth,7.0,14,,Have you ever been aroused by a costume or uniform?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0246,spicy,truth,7.0,14,,Have you ever been walked in on while changing?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0247,spicy,truth,7.0,14,,Have you ever thought about hooking up with an ex?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0248,spicy,truth,7.0,14,,What's the most risqué thing you've done in a public place?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0249,spicy,truth,7.0,14,,What's the most daring thing you've done to attract someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0250,spicy,truth,7.0,14,,Have you ever shared intimate details with a friend?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0251,extreme,truth,9.0,20,,Do you enjoy being watched or watching others?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB0252,spicy,truth,7.0,14,,Do you enjoy experimenting with different types of foreplay?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0253,spicy,truth,7.0,14,,Have you ever been aroused by someone's accent?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0254,spicy,truth,7.0,14,,Have you ever hooked up with someone in a new city?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0255,spicy,truth,7.0,14,,What's the most daring thing you've done while drunk?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0256,spicy,truth,7.0,14,,Do you enjoy trying new things or sticking to what you know?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0257,spicy,truth,7.7,16,,Have you ever been to a sex museum or exhibition?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0258,spicy,truth,7.0,14,,Do you enjoy setting the mood with lighting and music?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0259,spicy,truth,7.0,14,,What's the most people you've flirted with at once?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0260,spicy,truth,7.0,14,,Have you ever been turned on by someone much younger or older?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0261,spicy,truth,7.0,14,,Have you ever been hooked up with someone through a mutual friend?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0262,spicy,truth,7.0,14,,What's the most intimate thing you've done outside the bedroom?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0263,spicy,truth,7.0,14,,Have you ever been turned on by someone’s personality?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0264,spicy,truth,7.0,14,,Have you ever been to a risqué performance or show?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0265,spicy,truth,7.0,14,,Have you ever been to a nudist colony or event?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0266,spicy,truth,7.0,14,,Have you ever been turned on by a dangerous situation?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0267,spicy,truth,7.0,14,,What's the wildest thing you've done on a dare?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0268,spicy,truth,7.0,14,,Have you ever hooked up with someone significantly younger or older?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0269,spicy,truth,7.0,14,,Have you ever been turned on by someone’s confidence?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0270,spicy,truth,7.0,14,,What's the most daring thing you've done while home alone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0271,spicy,truth,7.0,14,,Have you ever been attracted to someone's mind?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0272,spicy,truth,7.0,14,,What's the most daring costume you've worn for someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0273,spicy,truth,7.0,14,,Have you ever hooked up with someone you met on a trip?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0274,spicy,truth,7.0,14,,What's the most risqué thing you've done to get someone's attention?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0275,spicy,truth,7.0,14,,Do you enjoy playing with different types of roleplays?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0276,spicy,truth,7.0,14,,What's the most daring thing you've sent in a text?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0277,spicy,truth,7.0,14,,Have you ever hooked up with someone from work?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0278,spicy,truth,7.0,14,,What's the most daring thing you've done to impress a crush?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0279,spicy,truth,7.0,14,,What's the most daring thing someone has done to attract you?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0280,spicy,truth,7.0,14,,Have you ever been turned on by someone's intelligence?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0281,spicy,truth,7.0,14,,What's the most daring thing you've done in a public place?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0282,spicy,truth,7.0,14,,What's the most sensual thing you've done for someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0283,spicy,truth,7.0,14,,What's the most daring thing you've done on a date?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0284,spicy,truth,7.0,14,,Have you ever been attracted to someone while in a relationship?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0285,spicy,truth,7.0,14,,What's the most sensual compliment you've given someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0286,spicy,truth,7.0,14,,Have you ever hooked up with someone from a different culture?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0287,spicy,truth,7.0,14,,Do you enjoy being intimate in places other than the bedroom?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0288,spicy,truth,7.7,16,,What's the most intimate thing you've done without having sex?,1,True,erotic,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0289,spicy,truth,7.0,14,,Have you ever hooked up with someone on a whim?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0290,spicy,truth,7.0,14,,What's the most daring thing you've done to turn someone on?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0291,spicy,truth,7.0,14,,Have you ever been turned on by someone’s style?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0292,spicy,truth,7.0,14,,Have you ever been aroused by an artistic expression of emotion?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0293,spicy,truth,7.0,14,,What's the most daring thing you've done with someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0294,spicy,truth,7.0,14,,What's the most daring way you've approached someone you were attracted to?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0295,explore,truth,4.2,6,,What's the most romantic thing someone has ever done for you?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0296,explore,truth,4.2,6,,"If you like someone, how do you let them know?",1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0297,explore,truth,5.0,8,,"Of everyone you've kissed, who was the worst?",1,True,flirty,single,none,none,0,cognitive,truth,,any,2,99,2
ORB0298,explore,truth,4.2,6,,Do you have a dating app horror story?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0299,explore,truth,4.2,6,,What cartoon character most reminds you of your partner?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0300,explore,truth,4.2,6,,"Is it more attractive to be cool, or to be enthusiastic?",1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0301,explore,truth,4.2,6,,"When you're in a relationship, would you let someone else buy you a drink?",1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0302,explore,truth,4.2,6,,What's your dream honeymoon?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0303,spicy,truth,7.0,14,,"On a scale of one to ten, how would you rate your kissing skills?",1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0304,explore,truth,4.2,6,,How soon is too soon to say 'I love you'?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0305,spicy,truth,7.0,14,,Am I your type?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0306,spicy,truth,7.0,14,,What's the worst pick-up line that's ever worked on you?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0307,spicy,truth,7.0,14,,What's the most daring you've ever been when trying to hook up with someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0308,spicy,truth,7.0,14,,Where's the line for cheating?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0309,spicy,truth,7.0,14,,Have you ever been in love?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0310,spicy,truth,7.0,14,,Have you ever fantasized about someone you know you shouldn't?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB0311,explore,truth,4.2,6,,What's the worst first date you've ever been on?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB0312,explore,truth,4.7,8,,"Who's your book crush (or TV crush, or videogame crush…)",1,True,flirty,single,none,none,0,cognitive,truth,,any,2,99,2
ORB0313,explore,truth,4.2,6,,What was the most obvious signal someone was into you that you still totally missed?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
