curated_id,orb_id,Type,Prompt Text,Intensity_curated,Stage_curated,Tier_manual,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,target_gender,min_players,max_players,escalation_weight
GRP0210,ORB1347,truth,Try to balance a spoon on your nose for 10 seconds.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0211,ORB1349,truth,Pretend to be a waiter and take orders from everyone.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0212,ORB1350,truth,Call your best friend and tell them a joke with no context.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0213,ORB1353,truth,Make a funny face and hold it for a minute.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0214,ORB1354,truth,Pretend to be a cat for two minutes.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0215,ORB1356,truth,Do an impression of your favorite movie character.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0216,ORB1358,truth,Do a cartwheel or attempt one!,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0217,ORB1359,truth,Pretend you’re in a horror movie for 60 seconds.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0218,ORB1360,truth,Tell a joke to the group without laughing.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0219,ORB1361,truth,Talk in an accent for the next 5 minutes.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0220,ORB1363,truth,Hold a conversation with an inanimate object for 2 minutes.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0221,ORB1364,truth,Sing a song using only meows.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0222,ORB1365,truth,Make the weirdest face you can and hold it for 10 seconds.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0223,ORB1368,truth,Give a dramatic speech about something totally pointless.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0224,ORB1371,truth,Talk in a made-up language for one round.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0225,ORB1373,truth,Wear socks on your hands until your next turn.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0226,ORB1375,truth,Do your best impression of a monkey for one minute.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0227,ORB1376,truth,Dance without music for 1 minute.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0228,ORB1377,truth,Pretend to be a statue for 2 minutes.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0229,ORB1378,truth,Talk to someone like you’re their pet for the next round.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0230,ORB1379,truth,Try to sing your favorite song without opening your mouth.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0231,ORB1381,truth,Take a selfie with the weirdest face possible and send it to someone.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0232,ORB1382,truth,Try to do a handstand (or your best attempt at one).,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0233,ORB1383,truth,Let the group pick a mystery drink for you to take a sip of.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0234,ORB1384,truth,Give a passionate speech about something totally unimportant.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0235,ORB1385,truth,Hold a plank for 30 seconds.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0236,ORB1386,truth,Eat a spoonful of something chosen by the group.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0237,ORB1387,truth,Do 15 jumping jacks while acting like a news reporter.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0238,ORB1388,truth,Hold an ice cube in your hand until it melts.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0239,ORB1389,truth,Let someone change your social media bio for the next 10 minutes.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0240,ORB1390,truth,Take a picture and post it on social media with a funny caption.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0241,ORB1391,truth,Do a dramatic slow-motion fall.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0242,ORB1392,truth,Let someone else pick your outfit for the next hour.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0243,ORB1394,truth,Let someone else style your hair however they want.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0244,ORB1395,truth,Do 20 push-ups and shout your favorite quote after each one.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0245,ORB1396,truth,Pretend to be a celebrity for 5 minutes.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0246,ORB1397,truth,Do an impression of a baby crying for 2 minutes.,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0247,ORB1417,truth,What’s your favorite silly dance move?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0248,ORB1421,truth,Have you ever eaten something you didn’t like just to be polite?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0249,ORB1422,truth,What’s your favorite thing to do when you’re bored?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0250,ORB1424,truth,What’s your favorite game to play with friends?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0251,ORB1425,truth,"If you could be any animal, what would it be and why?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0252,ORB1451,truth,"If you had to switch lives with one of your friends for a day, who would it be and why?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0253,ORB1452,truth,"What's the most expensive thing you've ever bought, other than a car or house?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0254,ORB1453,truth,What was the nickname you hated the most?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0255,ORB1454,truth,What's your favorite photo on your phone and why?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0256,ORB1455,truth,Have you ever made an excuse to get out of hanging out with us?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0257,ORB1456,truth,What’s your biggest pet peeve of someone in this room?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0258,ORB1457,truth,Which TV show do you binge when no one’s around (even if you’d never admit it online)?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0259,ORB1458,truth,"What's your biggest ""bucket list"" goal?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0260,ORB1460,truth,What was the last thing you Googled?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0261,ORB1461,truth,"If you could master one skill, what would it be?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0262,ORB1462,truth,What fashion trend do you wish would go away?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0263,ORB1463,truth,Have you ever re-gifted something?﻿,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0264,ORB1464,truth,What was the last text message you sent?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0265,ORB1465,truth,Have you ever had a wardrobe malfunction in public?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0266,ORB1466,truth,"Forget the ""five second rule"" — what's the longest time you've left dropped food on the floor before eating it?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0267,ORB1468,truth,What would you do if you were invisible?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0268,ORB1469,truth,What's the most inventive excuse you've used to get out of plans?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0269,ORB1470,truth,What's your guiltiest food pleasure?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0270,ORB1471,truth,"If you had to change your name, what would you change it to?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0271,ORB1472,truth,"If you won a million dollars, what's the most frivolous thing you would spend it on?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0272,ORB1474,truth,"If you could only use one curse word for the rest of your life, what would it be?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0273,ORB1475,truth,What's the weirdest thing you've ever bought?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0274,ORB1476,truth,What's the longest you've ever gone without bathing?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0275,ORB1477,truth,What's the oddest dream you've ever had?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0276,ORB1480,truth,What's the worst gift you've ever given someone?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0277,ORB1482,truth,"If you ran out of toilet paper in a public bathroom, what would you do?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0278,ORB1483,truth,What's the most childish thing you still do as an adult?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0279,ORB1484,truth,"If you could be a fictional character from a movie, who would you be?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0280,ORB1485,truth,What's the goofiest thing you've Googled on your phone lately?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0281,ORB1486,truth,"If you could live in any other era or time period, when would you want to live?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0282,ORB1487,truth,What's the dumbest trend you've ever followed?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0283,ORB1488,truth,Have you ever tripped and fallen in front of a lot of people?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0284,ORB1490,truth,"If you could be anyone, who would you be?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0285,ORB1491,truth,What is the weirdest thing you’ve ever done in front of a mirror?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0286,ORB1492,truth,What one word would you love to never hear again?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0287,ORB1494,truth,What is the worst physical pain you've ever been in?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0288,ORB1495,truth,What do most people assume about you that isn’t true?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0289,ORB1496,truth,What was the last thing that made you cry?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0290,ORB1497,truth,When was the last time you made someone else cry?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0291,ORB1498,truth,Who was your first love?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0292,ORB1499,truth,"Have you ever been fired and if so, what for?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0293,ORB1500,truth,What was the last thing you apologized for?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0294,ORB1502,truth,What's a talent you wish you had?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0295,ORB1503,truth,"If your house caught on fire, what are the first three objects you would save?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0296,ORB1505,truth,"If you had to move out of the U.S. tomorrow, where would you live?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0297,ORB1506,truth,What's your worst personality trait?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0298,ORB1507,truth,What is one thing you would never do even if someone offered you a fortune to do it?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0299,ORB1509,truth,What's your all-time favorite book?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0300,ORB1510,truth,What’s the luckiest thing that’s ever happened to you?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0301,ORB1511,truth,"If you could change one thing about yourself physically, what would it be?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0302,ORB1512,truth,Do you find it easy to trust people?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0303,ORB1514,truth,Who is your hero?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0304,ORB1515,truth,Who in your life do you wish you'd never met?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0305,ORB1516,truth,What’s something you’re glad your family doesn’t know about you?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0306,ORB1518,truth,What's the scariest thing you've done?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0307,ORB1519,truth,Have you ever seen anyone die?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0308,ORB1520,truth,"If you could go back in time and erase one thing you said or did, what would it be?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0309,ORB1522,truth,Have you ever had a paranormal experience?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0310,ORB1524,truth,Who in this room do you think is the most likely to end up in jail?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0311,ORB1527,truth,What's the dumbest thing you did in your teen or college years?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0312,ORB1528,truth,Who do you stalk on social media?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0313,ORB1529,truth,"If you could date any fictional character, who would you choose?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0314,ORB1530,truth,"If you died tomorrow, what's the one thing you don't want anyone finding in your house",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0315,ORB1531,truth,What happened on the latest night out you've ever had?,2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0316,ORB1533,truth,"Have you ever been kicked out of a bar, or any business or private home?",2.4,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0317,ORB2084,truth,What movie monster would you most like to sleep with?,2.5,playful,spicy,single,none,none,0,cognitive,truth,any,2,99,3
GRP0318,ORB1348,truth,Speak in rhymes for the next three rounds.,2.5,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0319,ORB1351,truth,Wear sunglasses indoors for the next five rounds.,2.5,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0320,ORB1508,truth,What's one life skill you just can't master?,2.5,playful,soft,single,none,none,0,cognitive,truth,any,2,99,1
GRP0321,ORB0976,dare,"Post a ""selfie"" with a funny face on your social media, no context.",2.6,playful,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0322,ORB1042,dare,See how long you can go without blinking.,2.6,playful,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0323,ORB1046,dare,Speak in a French accent for the next 10 minutes.,2.6,playful,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0324,ORB1047,dare,Read the last text message you sent out loud.,2.6,playful,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
GRP0325,ORB1048,dare,Pretend to be a dog for 30 seconds.,2.6,playful,soft,single,relative,player_choice,2,playful,dare,any,2,99,1
